truck_id,truck_number,truck_type,rfid_tag,registration_date
TRK-3759,LJ-291-CM,Bulk,RFID-ag764WL,2023-11-14
TRK-3760,MA-710-DX,Tipper,RFID-qJ185Id,2023-12-31
TRK-3761,CU-962-ES,,RFID-Wi644Ra,2024-04-25
TRK-3762,OE-541-SE,Tipper,RFID-KG062FC,2024-07-09
TRK-3763,QP-776-EJ,Tipper,RFID-uH873uX,2024-09-25
,XU-634-OM,Bulk,RFID-zV664tX,2025-06-18
TRK-3765,AJ-196-LU,Bulk,RFID-Ui196ns,2024-06-04
TRK-3766,NF-480-IO,Bulk,RFID-jT219BZ,2024-04-11
TRK-3767,SW-682-TR,Tipper,RFID-ml221bt,
TRK-3768,MS-196-JN,Bulk,RFID-kN104qI,2023-11-22
TRK-3769,ST-891-IG,Bulk,RFID-UF314GK,2024-11-12
TRK-3770,NV-718-WB,Bulk,RFID-NC117jW,2024-03-29
TRK-3771,ZP-258-NP,Tipper,RFID-MN699rK,2023-10-14
TRK-3772,XU-382-IW,Tipper,RFID-GS812mh,2023-11-19
TRK-3773,WR-626-DS,Tipper,RFID-oB800BA,2024-08-31
,,,,
TRK-3775,NQ-958-ZD,Bulk,RFID-mI285zm,2024-02-09
TRK-3776,YB-190-HM,Bulk,RFID-Oc105uZ,2024-08-13
TRK-3777,HF-234-YW,,RFID-Hp243JT,2025-02-10
TRK-3778,TB-468-PS,,RFID-Sk058AZ,2025-05-14
,SR-853-QA,Tipper,RFID-XN929dd,2023-09-11
TRK-3780,AF-151-HS,Tipper,RFID-SB768kD,2023-08-30
TRK-3781,DW-233-SM,Tipper,RFID-lJ633nG,2025-04-06
TRK-3782,WD-996-CJ,Tipper,RFID-nE963AV,2024-05-28
TRK-3783,FX-877-DC,Bulk,RFID-Oh185OI,2025-06-04
TRK-3784,IB-359-KA,Tipper,RFID-Dg626pB,2025-08-04
TRK-3785,ZB-832-UG,Bulk,RFID-ae841mj,2024-02-26
TRK-3786,VL-464-KP,Bulk,RFID-oT823Mj,2024-02-18
TRK-3787,PF-886-BA,Bulk,RFID-Uo188wl,2024-09-20
TRK-3788,EP-525-RV,Bulk,RFID-HE791uT,2025-06-23
TRK-3789,ZB-405-JP,Tipper,RFID-Fy067gP,2025-05-09
TRK-3790,WE-867-YF,Bulk,RFID-Lk065aO,2024-10-09
TRK-3791,YA-353-VT,Tipper,RFID-Pr881pX,2024-04-22
TRK-3792,VB-496-KD,Tipper,RFID-DM192CA,
TRK-3793,CW-221-KA,Bulk,RFID-Sh178wL,2024-09-20
TRK-3794,BK-477-ZK,Tipper,RFID-Pp698IS,2024-08-10
,,,,
TRK-3796,GK-256-CN,Bulk,RFID-xS266zI,2024-04-25
TRK-3797,KJ-410-PU,Bulk,RFID-wK629gi,2024-02-11
TRK-3798,UH-137-LL,,RFID-tN573GL,2023-10-26
TRK-3799,ZR-719-US,Bulk,RFID-uo925Mr,
TRK-3800,OI-409-QJ,Bulk,RFID-Vt607iL,2024-10-27
TRK-3801,LD-272-KL,Bulk,RFID-rO907Ej,2024-12-07
TRK-3802,VC-250-GU,Bulk,RFID-Lt966eW,2025-03-12
TRK-3803,RX-856-IR,Tipper,RFID-zF799bJ,2025-03-20
TRK-3804,SG-254-CN,Tipper,RFID-Dt089RR,2025-04-17
TRK-3805,NX-140-NM,Tipper,RFID-wR748NK,2024-09-12
TRK-3806,ZY-732-CQ,Tipper,RFID-eG464mZ,2025-04-04
TRK-3807,KQ-841-IV,Bulk,RFID-hA984Dp,2023-08-12
TRK-3808,CP-799-JF,Tipper,RFID-Ov478nz,2024-02-19
TRK-3809,OU-237-SZ,Tipper,RFID-gy988sX,2023-12-12
TRK-3810,HL-291-XR,Bulk,RFID-qs980ua,2024-05-12
TRK-3811,JG-351-GF,,RFID-Zz928au,2024-05-02
TRK-3812,,Tipper,RFID-kz210iD,2024-04-02
TRK-3813,JR-611-KJ,Bulk,RFID-sJ066Md,2025-07-07
TRK-3814,SJ-578-UK,Tipper,RFID-rI082qw,2023-11-24
,RR-611-IL,Tipper,RFID-aJ813IK,2024-09-19
TRK-3816,PX-916-ZS,Tipper,RFID-vE830tQ,2025-04-19
TRK-3817,YX-443-YJ,Bulk,RFID-NM883VE,2023-08-10
TRK-3818,GJ-583-ZH,Tipper,RFID-wA418pa,2024-04-12
TRK-3819,KS-895-NZ,Bulk,RFID-ad275an,2024-02-13
TRK-3820,BF-387-DE,Bulk,RFID-WR056zg,2024-07-14
TRK-3821,HA-814-XO,Bulk,RFID-Pn995bw,2024-06-18
,,,,
TRK-3823,EK-246-IY,Tipper,RFID-Qs378BC,2024-03-27
TRK-3824,OK-964-LC,Bulk,RFID-WE908Ub,2023-11-15
TRK-3825,XA-990-ZD,Bulk,RFID-kA187PZ,2024-05-14
TRK-3826,JS-221-GK,Tipper,RFID-OW001nB,2024-04-19
TRK-3827,YH-783-YQ,Tipper,RFID-or510st,2025-04-17
TRK-3828,PG-261-YV,Tipper,RFID-Mc429zE,2023-08-28
TRK-3829,HI-416-FV,,RFID-Jz456xk,2024-08-11
,,,,
TRK-3831,YR-118-AQ,Bulk,RFID-NM155BE,2025-06-02
TRK-3832,TM-643-VX,Tipper,RFID-Xl256ll,2024-06-29
TRK-3833,DD-477-SL,Bulk,RFID-vp190nO,2024-10-05
TRK-3834,XO-425-EJ,Tipper,RFID-qF470tE,2024-09-19
TRK-3835,ZH-280-LX,Bulk,RFID-sR648Yu,2024-12-12
TRK-3836,UG-964-RX,Tipper,RFID-MB593uk,2024-07-16
TRK-3837,MC-298-QE,Tipper,RFID-ou138aF,2024-09-30
TRK-3838,QV-125-RK,Bulk,RFID-vU124wn,2024-06-08
TRK-3839,IT-251-FL,Bulk,RFID-da129Vp,2023-08-26
TRK-3840,LP-509-RK,Tipper,RFID-fe622TX,2025-01-13
TRK-3841,FA-385-XQ,Bulk,RFID-OD732Fk,2023-12-23
TRK-3842,BT-817-JD,Tipper,RFID-PI648Up,2023-09-06
TRK-3843,LN-125-YJ,Bulk,RFID-uT958Ru,2024-01-29
TRK-3844,QR-146-AX,Tipper,RFID-lL852Qt,
TRK-3845,MR-846-DI,Tipper,RFID-Tu252gz,2024-11-05
TRK-3846,IR-299-DA,Bulk,RFID-Fx185Nf,
TRK-3847,HZ-808-UU,Bulk,RFID-vd710HO,2023-12-14
TRK-3848,FK-925-QC,Bulk,,2023-11-08
TRK-3849,ZX-303-DJ,Bulk,RFID-Eo744Wx,2024-02-14
,,,,
,SP-290-OQ,Bulk,RFID-hw417Lt,2023-10-02
,MG-230-SZ,Tipper,RFID-qs973Mn,2025-07-17
TRK-3853,JX-775-RX,Bulk,RFID-FG053Ib,2024-08-12
TRK-3854,DD-809-UL,Tipper,RFID-Hn331Af,2023-08-31
TRK-3855,SE-634-PE,Tipper,,2025-07-05
TRK-3856,HW-807-SX,Bulk,RFID-EG608Il,2025-07-03
TRK-3857,VU-330-DL,Bulk,RFID-Yl815EI,2023-10-16
TRK-3858,CJ-135-MC,Bulk,RFID-sJ730Bl,2024-11-29
TRK-3859,BZ-146-NK,Bulk,RFID-lh515CS,2025-02-11
TRK-3860,MY-882-NE,Bulk,RFID-Qn465uU,2025-07-06
TRK-3861,WJ-201-AD,Tipper,RFID-dg378GK,2024-04-14
TRK-3862,KJ-965-YZ,Tipper,RFID-RE156ms,2024-10-13
,,,,
TRK-3864,SZ-604-RV,Bulk,RFID-Zz629Le,2024-06-22
TRK-3865,LS-368-NG,Bulk,RFID-zi433LM,2025-07-21
TRK-3866,,Tipper,RFID-OY946Bq,2024-01-14
TRK-3867,FZ-321-ZZ,Tipper,RFID-LK509LY,2024-11-06
TRK-3868,DE-829-NQ,Tipper,RFID-dI001MJ,2025-03-29
,TH-257-IZ,Bulk,RFID-Kb573Io,2024-10-25
TRK-3870,WO-834-VZ,Tipper,RFID-Tf521IM,2024-12-31
TRK-3871,QE-851-YK,Bulk,RFID-sk684Ps,2023-11-15
TRK-3872,JV-732-ZI,Tipper,RFID-XH648tN,2024-09-27
TRK-3873,JB-498-GX,Bulk,RFID-xC979kJ,2025-04-26
TRK-3874,UM-917-GW,Bulk,RFID-OT575Kw,2024-08-05
TRK-3875,,Bulk,RFID-Vh828Ld,2024-10-17
TRK-3876,CG-597-RF,Bulk,RFID-CV221LD,2024-09-15
TRK-3877,OH-224-QI,Tipper,RFID-it891HI,2025-03-30
TRK-3878,AR-325-UE,Bulk,RFID-fD397av,2024-08-14
TRK-3879,RN-393-RF,Tipper,RFID-qv984Zg,2023-12-06
TRK-3880,VM-474-KI,Bulk,RFID-FW436kH,2025-07-19
TRK-3881,HM-470-IO,Tipper,RFID-fl681Un,2025-06-22
TRK-3882,UY-775-BC,Bulk,RFID-Gv038WB,2024-09-11
TRK-3883,ZG-179-OX,Bulk,RFID-Kp811NF,2024-08-25
TRK-3884,IL-117-OR,Bulk,RFID-vK814ab,2024-01-09
TRK-3885,OJ-316-PL,Bulk,RFID-gC992DK,2025-05-07
TRK-3886,MU-161-MA,Tipper,RFID-jJ055BB,2025-04-15
TRK-3887,DG-545-ZR,Bulk,RFID-Yx933fO,2025-01-29
TRK-3888,BW-608-CS,Bulk,RFID-Wb588WU,2023-10-03
TRK-3889,CH-306-OT,Tipper,RFID-mi705Rz,
TRK-3890,LY-513-MO,Bulk,RFID-Kp011YL,2025-04-18
TRK-3891,LA-635-MB,Tipper,RFID-Ii103KE,2023-12-05
TRK-3892,LX-336-CP,Tipper,RFID-wh425pU,2025-04-21
TRK-3893,UD-767-KT,Tipper,RFID-dS609Hu,2024-04-01
TRK-3894,LI-690-ZN,Tipper,RFID-Th818cs,2024-10-18
,MO-460-GQ,Bulk,RFID-tn502TD,2024-05-12
TRK-3896,FQ-685-XS,Tipper,RFID-vS361YY,2025-04-15
TRK-3897,IC-193-QJ,Bulk,RFID-yW873zi,2024-06-17
TRK-3898,IA-624-RU,Tipper,RFID-Sw713GU,2023-12-17
TRK-3899,QE-227-DE,Bulk,RFID-pn969wp,2024-10-25
,,,,
TRK-3901,JZ-676-QU,Tipper,RFID-Os615CQ,
TRK-3902,HA-151-AK,Tipper,RFID-yy315pL,2024-08-07
TRK-3903,OK-416-OT,Tipper,,2025-07-16
TRK-3904,MH-558-PY,Tipper,RFID-pz164RN,2025-01-03
TRK-3905,XC-935-FX,Bulk,RFID-pE028Fl,2024-10-26
TRK-3906,LZ-363-WA,Bulk,RFID-IM702AX,2024-06-04
,,,,
,,,,
TRK-3909,ZL-212-WO,Tipper,RFID-gN610SD,2023-11-02
TRK-3910,JO-489-FF,Bulk,RFID-IO535tA,2024-07-01
TRK-3911,SP-836-AJ,Bulk,RFID-hc405mQ,2023-08-11
TRK-3912,CN-573-KF,Tipper,RFID-iF880na,2024-02-03
TRK-3913,HZ-973-IH,Bulk,RFID-An427Bi,2024-01-03
TRK-3914,NW-960-OI,,RFID-Oq814Rr,2025-03-17
TRK-3915,KX-523-RG,Tipper,RFID-WL718oL,2023-12-24
TRK-3916,ZT-995-XY,Bulk,RFID-KA530KZ,2024-09-28
TRK-3917,TH-363-UU,Bulk,RFID-zq067SW,2024-10-10
TRK-3918,HD-683-YP,Bulk,RFID-ll909GI,2024-09-01
TRK-3919,TG-822-YG,Tipper,RFID-DW498ru,2023-08-10
TRK-3920,PH-688-WW,Bulk,RFID-Xv513IV,2024-08-04
TRK-3921,GN-792-VS,,RFID-hD727rm,2023-08-08
TRK-3922,EF-707-IK,Bulk,RFID-Jh068Yg,2023-08-20
TRK-3923,PM-323-ZR,Tipper,RFID-mt640nL,2024-04-12
TRK-3924,NU-634-PY,Tipper,RFID-GF881nJ,
TRK-3925,CE-108-ZT,Bulk,RFID-Go775Uo,2025-01-30
TRK-3926,LB-277-CM,,RFID-WE364Ca,2023-09-06
TRK-3927,BI-972-NF,Bulk,RFID-Ta413Ma,2023-12-21
TRK-3928,QU-479-IU,Tipper,RFID-mG915OA,2024-09-17
TRK-3929,DU-138-GB,Tipper,RFID-iz028iw,2024-08-17
TRK-3930,HL-411-JB,Tipper,RFID-qe420Pk,2024-04-03
TRK-3931,SF-155-VD,Tipper,RFID-cU319Pw,
TRK-3932,TJ-239-UF,Tipper,RFID-ar772Wr,2025-01-17
TRK-3933,WI-502-WN,Bulk,RFID-TS100FS,2023-10-05
TRK-3934,PE-696-IR,Tipper,RFID-Kn941kr,2023-11-29
TRK-3935,MA-540-ZC,Tipper,RFID-Pe538dN,2025-08-03
TRK-3936,OF-170-GJ,Bulk,RFID-gO794jj,2023-08-21
TRK-3937,HG-435-KF,Bulk,RFID-bL487UV,2023-11-27
TRK-3938,BY-663-JX,Bulk,RFID-Vy872qK,2025-01-15
TRK-3939,HE-948-KY,Tipper,RFID-lx632fF,2023-12-06
TRK-3940,TA-354-FL,Tipper,RFID-sa422qS,2025-02-22
TRK-3941,EK-771-CH,Bulk,RFID-gg326IN,2025-02-01
TRK-3942,RS-525-NS,Bulk,RFID-ty003HB,2024-12-26
TRK-3943,UK-941-OA,Tipper,RFID-dE163aj,2025-03-11
TRK-3944,OX-766-IS,Bulk,RFID-SP867kd,2023-08-07
,,,,
TRK-3946,DU-191-QZ,Bulk,RFID-Ui366eK,2025-02-16
TRK-3947,LH-576-GZ,Bulk,RFID-IL536ba,2025-06-24
TRK-3948,HV-159-EN,Tipper,RFID-Mu577bd,2024-08-18
TRK-3949,UJ-148-EV,Tipper,RFID-iv173ZK,2024-05-11
TRK-3950,PH-500-IL,Bulk,RFID-nN007Df,2024-03-23
TRK-3951,IW-876-EF,Tipper,RFID-kk307fg,2024-05-15
TRK-3952,ND-912-GD,Bulk,RFID-Kc386VG,2024-03-02
TRK-3953,DK-210-FW,Bulk,,2023-09-25
TRK-3954,FF-359-KL,,RFID-TX045rV,2024-06-09
TRK-3955,TD-538-UJ,Tipper,RFID-hK617kJ,2024-03-05
TRK-3956,VL-537-DM,Tipper,RFID-Dq170tp,2024-09-19
TRK-3957,PT-422-GT,Bulk,RFID-oW602ts,2024-08-26
TRK-3958,EQ-315-BY,Tipper,RFID-jf225Pz,2024-11-28
TRK-3959,EG-695-OG,Bulk,RFID-ln025Lr,2023-11-19
TRK-3960,MG-321-HX,Tipper,RFID-Lr120tV,2024-12-28
TRK-3961,UB-653-HB,Bulk,RFID-yN772bn,2025-06-06
TRK-3962,ZP-859-UX,Bulk,RFID-ug265oi,2025-01-26
TRK-3963,,Tipper,RFID-PD761Mt,2023-09-26
TRK-3964,DB-482-BV,Tipper,RFID-rw802Sw,2023-09-17
TRK-3965,SX-365-RO,Tipper,RFID-hy985ci,2025-06-09
TRK-3966,SY-951-XQ,Tipper,,2025-06-24
TRK-3967,RI-366-KQ,Tipper,RFID-ZB912Iz,2024-02-29
TRK-3968,VY-287-YB,Tipper,RFID-Aq498EJ,2024-06-15
,,,,
TRK-3970,UM-251-IW,Tipper,RFID-Hr008tD,2023-11-15
TRK-3971,BE-713-BY,Bulk,RFID-Vo408CQ,2025-06-14
TRK-3972,UI-503-TH,Bulk,RFID-hK819cF,2024-08-01
TRK-3973,,Tipper,RFID-if499Bt,2024-04-09
TRK-3974,GE-687-UB,Bulk,RFID-KV006UW,2024-12-22
TRK-3975,ED-188-ZD,Bulk,,2025-03-01
TRK-3976,LN-341-SZ,Bulk,RFID-rI353rG,2023-08-18
TRK-3977,,Bulk,RFID-cG647kh,2025-04-01
TRK-3978,XX-565-WW,Bulk,RFID-Au398rB,2023-10-19
TRK-3979,MS-917-QF,Bulk,RFID-ke220km,2024-05-07
TRK-3980,DC-734-QS,Tipper,RFID-wv720an,2023-12-15
TRK-3981,EI-882-CC,Tipper,RFID-bb300JH,2024-06-15
TRK-3982,,Bulk,RFID-VT634zD,2025-01-14
TRK-3983,OE-121-JH,Bulk,RFID-Na391aH,2025-01-14
TRK-3984,DJ-485-RR,Bulk,,2024-10-21
TRK-3985,GW-491-WF,Bulk,RFID-Lf600yK,2024-07-17
TRK-3986,FT-808-OF,Tipper,RFID-RF232mD,2024-02-17
TRK-3987,ZH-553-WV,Bulk,,2024-03-06
TRK-3988,HV-611-NP,Bulk,RFID-aI906YU,2023-12-15
TRK-3989,IH-121-UA,Bulk,RFID-fJ548BE,2025-05-06
TRK-3990,JR-884-NJ,Tipper,RFID-cd463bM,2023-09-13
TRK-3991,,Tipper,RFID-Ro984pB,2024-01-30
TRK-3992,GS-286-KQ,Bulk,,2025-06-08
TRK-3993,FY-712-TK,Tipper,RFID-QM151JP,2025-02-15
,GL-609-MU,Bulk,RFID-Gj545WK,2024-06-09
TRK-3995,EJ-257-AC,Bulk,RFID-mO420qZ,2023-09-17
TRK-3996,KO-245-VD,Tipper,RFID-nu015Wp,2024-08-12
TRK-3997,RO-261-DH,Tipper,RFID-bC466uy,2024-09-23
TRK-3998,BY-887-KB,Tipper,RFID-qs999LT,2025-07-10
TRK-3999,PI-780-SK,Bulk,RFID-Cj466Td,2025-03-22
TRK-4000,LM-837-VQ,,RFID-ir108PU,2024-04-26
TRK-4001,,Tipper,RFID-fS028Gj,2024-03-19
TRK-4002,BJ-443-RQ,Bulk,RFID-CM238Xs,2025-02-25
TRK-4003,AR-447-CF,Tipper,RFID-jc026Hw,2024-09-29
TRK-4004,CR-878-WB,Bulk,RFID-qS817ui,2025-07-28
TRK-4005,OW-329-SE,Tipper,RFID-Om735At,2025-08-03
TRK-4006,VC-970-DY,Tipper,RFID-Db235as,
TRK-4007,EB-867-HR,Tipper,RFID-gX129Ji,2023-12-29
TRK-4008,WS-651-DL,Bulk,RFID-Jh851RA,2024-01-08
,KM-511-HA,Tipper,RFID-wK125bs,2023-08-15
TRK-4010,TC-434-GN,Tipper,RFID-dD610Ml,2024-10-22
TRK-4011,KZ-868-DV,Bulk,RFID-BA304bd,2024-05-20
TRK-4012,AU-281-ON,Bulk,RFID-pH128jD,2024-09-02
TRK-4013,YL-637-MV,Bulk,RFID-UV101lm,2024-08-22
TRK-4014,NU-497-QH,Tipper,RFID-ew296fi,2023-11-23
TRK-4015,,Bulk,RFID-Tx048aF,2025-07-05
TRK-4016,SF-774-EP,Tipper,RFID-oX665UW,2024-02-05
TRK-4017,SL-248-EF,Bulk,RFID-Uc446tP,
TRK-4018,AR-146-HP,Bulk,RFID-Ao227Ot,2024-10-09
TRK-4019,NU-215-HM,Bulk,RFID-Nf601vp,2024-01-19
TRK-4020,NW-891-WW,Tipper,RFID-UV057ZO,2024-06-09
TRK-4021,CW-557-DT,Tipper,RFID-jq347pw,2024-09-23
TRK-4022,PP-727-HR,Bulk,RFID-FA861Ik,2025-02-04
TRK-4023,CE-815-FT,Bulk,RFID-VR251iD,2024-12-17
TRK-4024,AF-542-KA,Tipper,RFID-aG267zA,2023-08-13
TRK-4025,RE-102-BJ,Bulk,RFID-ji656re,2024-07-01
TRK-4026,FE-444-FK,Tipper,RFID-IC976Gr,2023-09-12
TRK-4027,WA-746-BV,Tipper,RFID-Df947Qk,2025-04-13
TRK-4028,HX-340-OA,Tipper,RFID-xa903cA,2023-10-12
TRK-4029,JR-527-VQ,Bulk,RFID-GK184Et,2025-06-06
TRK-4030,RO-726-BL,Tipper,RFID-ur223Zn,2024-02-22
TRK-4031,NL-942-LL,Bulk,RFID-UA404VW,2024-04-21
TRK-4032,GF-964-OX,Bulk,RFID-hj682fv,2024-07-15
TRK-4033,WN-494-RW,Bulk,RFID-VW649wk,2024-11-08
TRK-4034,FV-517-XC,Bulk,RFID-Yl549bz,2023-12-02
TRK-4035,IC-746-ZX,Tipper,RFID-Xh441gQ,2024-01-29
TRK-4036,TT-281-KC,Tipper,RFID-IJ973fH,2023-11-17
TRK-4037,LH-895-CZ,Tipper,RFID-aQ273Bo,2024-06-11
TRK-4038,ER-910-EX,Bulk,RFID-RL435Ys,2024-08-16
TRK-4039,SD-789-ON,Tipper,RFID-Ue882HH,2023-10-02
TRK-4040,ZJ-291-LP,Tipper,RFID-Ib496zz,2024-02-29
TRK-4041,WN-433-ST,Tipper,RFID-gg405cl,2025-03-02
TRK-4042,YA-593-MC,Bulk,RFID-tm125QV,2025-01-01
TRK-4043,BT-840-JP,Tipper,RFID-pb412hT,2024-09-20
TRK-4044,AX-651-NW,Tipper,RFID-NV604HB,2024-04-26
,VG-176-QM,Bulk,RFID-jg037TU,2024-08-27
TRK-4046,LK-571-XS,Tipper,RFID-dm860kd,2025-02-01
TRK-4047,JP-693-WQ,Tipper,RFID-CJ319LN,2023-10-21
TRK-4048,OH-776-MT,Tipper,RFID-fZ901rc,2024-11-29
TRK-4049,AS-849-DK,Tipper,RFID-Eh034pg,2024-12-09
,JY-508-NT,Bulk,RFID-DW719PJ,2024-07-27
TRK-4051,PJ-949-CI,Tipper,RFID-OW601yj,2023-08-10
TRK-4052,FQ-707-OY,Tipper,RFID-UG590qg,2023-10-18
TRK-4053,IF-379-RQ,Tipper,RFID-Hv947xa,2024-05-14
TRK-4054,AL-405-XP,Tipper,RFID-Cv113ov,2023-09-08
TRK-4055,PL-742-MT,Tipper,RFID-bE821kJ,2025-02-16
TRK-4056,KP-411-BL,Bulk,RFID-Va878Ei,2023-10-26
TRK-4057,QM-675-AU,Tipper,RFID-To790Dh,2024-10-17
TRK-4058,LR-609-GJ,Tipper,RFID-bJ616SG,2024-07-05
TRK-4059,QO-515-HY,Bulk,RFID-ji197mR,2024-08-24
TRK-4060,FP-616-WC,Bulk,RFID-qE996FX,2024-11-20
TRK-4061,MH-569-NQ,Tipper,RFID-Fv183oc,2025-05-23
TRK-4062,,Tipper,RFID-ga768lZ,2024-08-14
,,,,
TRK-4064,AP-778-QU,Tipper,RFID-Gc557ak,2023-11-15
TRK-4065,WI-275-DX,Bulk,RFID-ZX443in,2023-08-26
TRK-4066,AK-569-BK,Tipper,RFID-hz622Lc,2024-11-26
,,,,
,NG-632-CF,Tipper,RFID-yZ670CR,2024-05-03
TRK-4069,OO-668-ER,,RFID-NS516hp,2023-10-01
TRK-4070,BM-782-VO,Tipper,RFID-fu952dV,
TRK-4071,QT-368-VT,Bulk,RFID-jy164ea,
TRK-4072,CJ-986-GD,Bulk,RFID-mx703cP,2023-09-09
TRK-4073,YU-113-BF,Bulk,RFID-sn842SV,2023-11-05
TRK-4074,RS-878-RC,Tipper,RFID-oK198is,2025-05-24
,,,,
TRK-4076,ZJ-399-CG,Bulk,RFID-MZ416Ze,2023-12-03
TRK-4077,OV-654-RX,Bulk,RFID-cj053gx,2024-10-04
TRK-4078,HL-153-NM,Bulk,RFID-Ux167WZ,2025-02-17
TRK-4079,SA-221-NE,Bulk,RFID-zT864Yp,2025-02-14
TRK-4080,WU-131-CT,Tipper,RFID-ot395Jf,2024-05-05
TRK-4081,LX-225-BH,Tipper,RFID-bh105Wr,2023-11-11
TRK-4082,HY-358-DP,Tipper,RFID-Xj764FG,2024-02-06
TRK-4083,BM-781-IK,Tipper,RFID-uE961pJ,2024-01-28
TRK-4084,XK-483-EY,Bulk,RFID-iI551Xe,2025-02-02
TRK-4085,JU-229-DX,Bulk,RFID-Zg775io,2023-11-29
TRK-4086,PL-589-DY,Tipper,RFID-FG959gv,2024-10-16
TRK-4087,TE-975-EP,Tipper,RFID-yO542cW,2024-07-19
TRK-4088,IF-750-QH,Tipper,RFID-oU972yb,2025-05-19
TRK-4089,UG-414-MK,Bulk,RFID-BW244Vx,2023-08-07
TRK-4090,OR-433-JF,Bulk,RFID-Dj467cw,2025-05-11
,LE-968-VG,Bulk,RFID-bD171nd,2024-02-29
TRK-4092,FA-950-CD,Bulk,RFID-xy871Zq,2024-10-24
TRK-4093,IJ-204-EV,Tipper,RFID-EQ783Ud,2024-12-19
TRK-4094,XB-858-GD,Tipper,RFID-ut317oH,2025-05-26
TRK-4095,EC-989-BS,Tipper,RFID-se027tG,2024-01-05
TRK-4096,MY-755-DZ,Bulk,RFID-yd572kK,2025-03-12
TRK-4097,ML-377-NO,Bulk,RFID-XW254zR,2024-08-09
TRK-4098,,Tipper,RFID-Cl862JH,2024-11-01
TRK-4099,IE-784-HR,Bulk,RFID-AB407qi,2024-04-25
TRK-4100,JS-420-CD,Tipper,RFID-Rn076jE,2024-08-31
TRK-4101,NM-729-CB,Tipper,RFID-nU135Jz,2023-12-08
TRK-4102,IB-972-QJ,Tipper,RFID-wM762in,2024-11-07
TRK-4103,PG-565-HM,Bulk,RFID-EM868dA,2025-07-11
TRK-4104,TQ-465-UH,Bulk,RFID-Hz048LR,2023-10-24
TRK-4105,WT-973-TC,Bulk,RFID-Sv320Xx,2024-04-27
TRK-4106,UL-464-PS,Bulk,RFID-wY340bR,2024-09-23
TRK-4107,,Tipper,RFID-Em892KA,2025-08-02
TRK-4108,,,RFID-CB159qX,2024-12-07
TRK-4109,FN-531-CU,Bulk,RFID-RP053Vu,2025-07-10
TRK-4110,RG-759-NP,Tipper,RFID-VE670GM,2024-05-19
TRK-4111,EY-625-MN,Tipper,RFID-wq775kB,2025-07-15
TRK-4112,EX-169-JE,Tipper,RFID-pY190Hq,
TRK-4113,OF-392-VL,Tipper,RFID-nz227Vi,2025-04-25
TRK-4114,IB-285-DR,Bulk,RFID-dT732ll,2023-11-10
TRK-4115,KV-317-YS,Bulk,RFID-gW271eD,2023-10-04
,MU-624-BN,Tipper,RFID-Mh576Fg,2024-07-03
TRK-4117,WJ-802-MH,Tipper,RFID-Xs620kN,2025-05-20
TRK-4118,WM-852-MT,Bulk,RFID-sr851Jz,2024-01-15
TRK-4119,YP-507-PB,Bulk,RFID-cx983lg,2025-04-18
TRK-4120,IF-505-DP,Bulk,RFID-nL690Zl,2024-11-16
TRK-4121,GJ-912-LZ,,RFID-VA202KY,2024-12-18
,,,,
TRK-4123,AB-709-OM,Tipper,RFID-dB471Ib,2023-10-08
TRK-4124,,Bulk,RFID-Wb177nZ,2024-03-11
,IC-187-OK,Tipper,RFID-CX163cv,2024-11-14
TRK-4126,NX-274-QK,Bulk,RFID-Lm004nl,2023-12-11
TRK-4127,TN-629-HT,Tipper,RFID-qr672yK,2023-08-20
TRK-4128,XR-841-LJ,Tipper,RFID-kK317rY,2025-07-07
TRK-4129,EX-479-VX,Bulk,RFID-Ja763Io,2025-04-07
TRK-4130,IS-456-TD,Tipper,RFID-Wu906qd,2024-08-01
TRK-4131,NC-706-BD,Bulk,RFID-UN259Ju,2024-04-20
TRK-4132,LP-848-OR,Bulk,RFID-VM193oi,
TRK-4133,RQ-175-VH,Bulk,RFID-lI727fk,2025-08-01
TRK-4134,OQ-980-LC,Tipper,RFID-ow916Pd,2024-07-26
TRK-4135,AI-694-NX,Bulk,RFID-di496BT,2024-03-27
TRK-4136,GI-201-UU,Bulk,RFID-Pv676kD,2025-01-26
TRK-4137,FM-994-EZ,Bulk,RFID-wn284LF,2025-06-02
TRK-4138,ZC-286-SQ,Bulk,RFID-xb499CU,2023-10-29
TRK-4139,FN-870-LN,,RFID-Bt088aA,2025-04-10
TRK-4140,UP-724-ZM,Bulk,RFID-bk756cI,2024-04-01
TRK-4141,OH-444-OX,Tipper,RFID-kM019ck,2025-07-15
TRK-4142,AU-772-XZ,Bulk,RFID-Xt215pN,2023-12-25
TRK-4143,SQ-270-VL,,RFID-IK044cL,2024-03-24
TRK-4144,PJ-251-OL,Bulk,RFID-wm322pn,2024-10-13
TRK-4145,KF-942-UC,Tipper,RFID-pw202ec,2025-04-25
TRK-4146,VI-616-NA,,RFID-wd255hN,2024-08-02
TRK-4147,SY-112-TR,Bulk,RFID-vY354TR,2025-05-08
TRK-4148,FR-120-TD,Tipper,RFID-LG036JZ,2024-02-06
TRK-4149,OU-181-AY,Tipper,RFID-Nm843WX,2024-10-30
TRK-4150,NW-585-HQ,Bulk,RFID-sp332zk,2024-06-20
TRK-4151,ID-840-LO,,RFID-aZ962Ib,
TRK-4152,RI-647-UW,Tipper,RFID-Po598hi,2024-05-30
